Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours,_month,_day,_Disciplinary failure,_drinker,_smoker,_pet,Transportation expense [Binned],Distance from Residence to Work [Binned],Service time [Binned],Age [Binned],Work load Average/day [Binned],Hit target [Binned],Body mass index [Binned]
13,12,3,2,235,20,13,43,236.629,93,0,1,1,1,0,0,106,167,38,8,Dec,Tue,No,Yes,No,No,High,Low,Low,High,Low,Low,High
14,12,3,2,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,4,Dec,Tue,No,No,No,Yes,High,Low,High,Low,Low,Low,High
26,12,4,2,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,8,Dec,Wed,No,Yes,No,No,High,High,Low,Low,Low,Low,Low
28,12,2,2,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22,2,Dec,Mon,No,Yes,Yes,No,Low,High,Low,Low,Low,Low,Low
28,12,2,2,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,3,Dec,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
19,12,2,2,289,36,13,33,236.629,93,0,1,2,1,0,1,90,172,30,8,Dec,Mon,No,Yes,No,Yes,High,High,Low,Low,Low,Low,High
23,1,4,2,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24,5,Jan,Wed,No,No,No,,Low,Low,Low,Low,High,High,Low
19,1,2,2,118,10,10,37,330.061,100,0,1,0,0,0,0,83,172,28,32,Jan,Mon,No,No,No,No,Low,Low,Low,Low,High,High,High
23,1,2,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,2,Jan,Mon,No,Yes,No,No,Low,Low,High,Low,High,High,Low
13,1,3,2,235,11,14,37,330.061,100,0,3,1,0,0,1,88,172,29,1,Jan,Tue,No,No,No,Yes,High,Low,High,Low,High,High,High
23,1,3,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,4,Jan,Tue,No,Yes,No,No,Low,Low,High,Low,High,High,Low
26,1,2,2,289,36,13,33,330.061,100,0,1,2,1,0,1,90,172,30,8,Jan,Mon,No,Yes,No,Yes,High,High,Low,Low,High,High,High
3,1,4,2,291,31,12,40,330.061,100,0,1,1,1,0,1,73,171,25,8,Jan,Wed,No,Yes,No,Yes,High,High,Low,High,High,High,Low
26,1,2,2,235,20,13,43,330.061,100,0,1,1,1,0,0,106,167,38,8,Jan,Mon,No,Yes,No,No,High,Low,Low,High,High,High,High
26,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31,4,Jan,Mon,No,Yes,No,No,Low,Low,High,High,High,High,High
28,1,4,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31,1,Jan,Wed,No,Yes,No,No,Low,High,High,High,High,High,High
28,1,6,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31,1,Jan,Fri,No,Yes,No,No,Low,High,High,High,High,High,High
28,2,3,2,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28,2,Feb,Tue,No,No,No,No,Low,Low,Low,Low,Low,High,High
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
7,2,4,2,225,26,9,28,251.818,96,0,1,1,0,0,2,69,169,24,1,Feb,Wed,No,No,No,,Low,Low,Low,Low,Low,High,Low
22,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30,3,Feb,Fri,No,Yes,No,Yes,High,High,Low,Low,Low,High,High
28,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23,3,Feb,Fri,No,Yes,No,No,High,High,Low,Low,Low,High,Low
23,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,2,Feb,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
10,2,5,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,8,Feb,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
26,2,5,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,8,Feb,Thu,No,Yes,No,No,High,Low,High,High,Low,High,Low
27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
22,2,2,2,189,29,13,33,251.818,96,0,1,2,0,0,2,69,167,25,8,Feb,Mon,No,No,No,,Low,High,Low,Low,Low,High,Low
27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
23,2,3,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,2,Feb,Tue,No,Yes,No,No,High,Low,High,High,Low,High,Low
23,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25,2,Feb,Tue,No,Yes,No,Yes,High,High,Low,High,Low,High,Low
11,2,4,2,157,27,6,29,251.818,96,0,1,0,1,1,0,75,185,22,16,Feb,Wed,No,Yes,Yes,No,Low,High,Low,Low,Low,High,Low
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
10,2,6,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,24,Feb,Fri,No,Yes,No,No,High,Low,High,High,Low,High,Low
27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
18,3,3,2,118,10,10,37,244.387,98,0,1,0,0,0,0,83,172,28,8,Mar,Tue,No,No,No,No,Low,Low,Low,Low,Low,High,High
19,3,4,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,16,Mar,Wed,No,Yes,No,No,High,Low,High,High,Low,High,Low
28,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2,Mar,Fri,No,Yes,No,No,High,Low,High,High,Low,High,Low
28,3,6,2,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,4,Mar,Fri,No,Yes,No,No,High,High,Low,Low,Low,High,Low
28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,2,Mar,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
22,3,2,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,8,Mar,Mon,No,No,No,Yes,High,Low,High,Low,Low,High,High
22,3,3,2,179,22,17,40,244.387,98,0,2,2,0,1,0,63,170,22,8,Mar,Tue,No,No,Yes,No,Low,Low,High,High,Low,High,Low
22,3,3,2,378,49,11,36,244.387,98,0,1,2,0,1,4,65,174,21,8,Mar,Tue,No,No,Yes,,High,High,Low,Low,Low,High,Low
28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,16,Mar,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
22,3,4,2,361,52,3,28,244.387,98,0,1,1,1,0,4,80,172,27,8,Mar,Wed,No,Yes,No,,High,High,Low,Low,Low,High,High
0,3,4,2,369,17,12,31,244.387,98,1,1,3,1,0,0,70,169,25,0,Mar,Wed,Yes,Yes,No,No,High,Low,Low,Low,Low,High,Low
21,3,5,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29,8,Mar,Thu,No,No,No,Yes,High,Low,High,Low,Low,High,High
23,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,2,Mar,Fri,No,Yes,No,No,Low,Low,High,High,Low,High,High
14,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,3,Mar,Tue,No,Yes,No,No,Low,Low,High,High,Low,High,High
13,3,4,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,8,Mar,Wed,No,Yes,No,No,Low,Low,High,High,Low,High,High
0,3,5,3,235,11,14,37,244.387,98,1,3,1,0,0,1,88,172,29,0,Mar,Thu,Yes,No,No,Yes,High,Low,High,Low,Low,High,High
0,3,5,3,246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23,0,Mar,Thu,Yes,Yes,No,No,High,Low,High,High,Low,High,Low
0,3,5,3,118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31,0,Mar,Thu,Yes,Yes,No,No,Low,Low,High,High,Low,High,High
28,3,6,3,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,8,Mar,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
22,3,6,3,289,36,13,33,244.387,98,0,1,2,1,0,1,90,172,30,8,Mar,Fri,No,Yes,No,Yes,High,High,Low,Low,Low,High,High
19,3,2,3,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,8,Mar,Mon,No,Yes,No,No,High,High,Low,Low,Low,High,Low
28,3,3,3,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2,Mar,Tue,No,Yes,No,No,High,Low,High,High,Low,High,Low
28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4,Apr,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,3,Apr,Fri,No,Yes,No,No,High,High,Low,Low,Low,High,Low
26,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,4,Apr,Fri,No,No,No,No,High,Low,Low,Low,Low,High,Low
22,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,4,Apr,Mon,No,Yes,No,No,High,Low,Low,Low,Low,High,Low
26,4,2,3,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32,4,Apr,Mon,No,No,No,Yes,High,Low,High,High,Low,High,High
23,4,4,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,8,Apr,Wed,No,No,No,No,High,Low,Low,Low,Low,High,Low
28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,8,Apr,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
23,4,2,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,1,Apr,Mon,No,Yes,No,No,Low,Low,High,High,Low,High,High
13,4,4,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31,120,Apr,Wed,No,Yes,No,No,Low,Low,High,High,Low,High,High
28,4,6,3,300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25,8,Apr,Fri,No,Yes,Yes,Yes,High,Low,Low,High,Low,High,Low
28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,4,Apr,Fri,No,Yes,No,No,High,High,Low,Low,Low,High,Low
28,4,2,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4,Apr,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
11,4,4,3,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28,2,Apr,Wed,No,No,No,No,Low,Low,Low,Low,Low,High,High
13,5,2,3,235,20,13,43,246.074,99,0,1,1,1,0,0,106,167,38,16,May,Mon,No,Yes,No,No,High,Low,Low,High,Low,High,High
23,5,4,3,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32,2,May,Wed,No,No,No,Yes,High,Low,High,High,Low,High,High
10,5,2,3,369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25,8,May,Mon,No,Yes,No,No,High,Low,Low,Low,Low,High,Low
23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3,May,Wed,No,No,No,No,Low,Low,Low,Low,Low,High,Low
28,5,4,3,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31,4,May,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
23,5,5,3,361,52,3,28,246.074,99,0,1,1,1,0,4,80,172,27,1,May,Thu,No,Yes,No,,High,High,Low,Low,Low,High,High
28,5,6,3,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23,3,May,Fri,No,Yes,No,No,High,High,Low,Low,Low,High,Low
11,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,2,May,Mon,No,No,Yes,No,Low,Low,High,High,Low,High,Low
8,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,3,May,Mon,No,No,Yes,No,Low,Low,High,High,Low,High,Low
18,5,4,3,228,14,16,58,246.074,99,0,1,2,0,0,1,65,172,22,8,May,Wed,No,No,No,Yes,High,Low,High,High,Low,High,Low
25,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,3,May,Wed,No,No,No,,Low,Low,Low,Low,Low,High,Low
13,5,6,3,330,16,4,28,246.074,99,0,2,0,0,0,0,84,182,25,8,May,Fri,No,No,No,No,High,Low,Low,Low,Low,High,Low
25,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,2,May,Mon,No,No,No,No,Low,Low,Low,Low,Low,High,Low
28,5,2,3,118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28,1,May,Mon,No,No,No,No,Low,Low,Low,Low,Low,High,High
1,5,2,3,235,11,14,37,246.074,99,0,3,1,0,0,1,88,172,29,8,May,Mon,No,No,No,Yes,High,Low,High,Low,Low,High,High
23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3,May,Wed,No,No,No,No,Low,Low,Low,Low,Low,High,Low
23,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,3,Jun,Mon,No,No,No,No,Low,Low,Low,Low,Low,Low,High
28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,3,Jun,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
28,6,3,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,2,Jun,Tue,No,No,No,No,Low,Low,Low,Low,Low,Low,High
23,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,4,Jun,Thu,No,No,No,,Low,Low,Low,Low,Low,Low,Low
28,6,6,3,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23,4,Jun,Fri,No,Yes,No,No,High,High,Low,Low,Low,Low,Low
0,6,6,3,179,51,18,38,253.957,95,1,1,0,1,0,0,89,170,31,0,Jun,Fri,Yes,Yes,No,No,Low,High,High,High,Low,Low,High
13,6,2,3,291,31,12,40,253.957,95,0,1,1,1,0,1,73,171,25,40,Jun,Mon,No,Yes,No,Yes,High,High,Low,High,Low,Low,Low
28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,24,Jun,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
28,6,3,3,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,3,Jun,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,4,Jun,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
26,6,3,3,235,20,13,43,253.957,95,0,1,1,1,0,0,106,167,38,8,Jun,Tue,No,Yes,No,No,High,Low,Low,High,Low,Low,High
28,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,2,Jun,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
23,6,4,1,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,2,Jun,Wed,No,No,No,,Low,Low,Low,Low,Low,Low,Low
23,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,2,Jun,Wed,No,Yes,No,No,Low,Low,High,High,Low,Low,High
5,6,4,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,8,Jun,Wed,No,Yes,No,No,Low,High,High,High,Low,Low,High
21,6,4,1,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19,2,Jun,Wed,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
28,6,6,1,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,2,Jun,Fri,No,Yes,No,No,High,Low,High,High,Low,Low,Low
11,6,3,1,330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25,1,Jun,Tue,No,No,No,No,High,Low,Low,Low,Low,Low,Low
13,6,3,1,235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29,8,Jun,Tue,No,No,No,Yes,High,Low,High,Low,Low,Low,High
23,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,2,Jul,Thu,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
25,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,4,Jul,Thu,No,No,No,,Low,Low,Low,Low,Low,Low,Low
13,7,6,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,8,Jul,Fri,No,Yes,No,No,High,High,Low,Low,Low,Low,Low
7,7,2,1,268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25,8,Jul,Mon,No,No,No,No,High,Low,Low,Low,Low,Low,Low
25,7,6,1,330,16,4,28,230.29,92,0,2,0,0,0,0,84,182,25,8,Jul,Fri,No,No,No,No,High,Low,Low,Low,Low,Low,Low
26,7,6,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8,Jul,Fri,No,No,No,No,Low,Low,Low,Low,Low,Low,High
26,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,4,Jul,Mon,No,Yes,No,No,High,High,Low,Low,Low,Low,Low
28,7,3,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28,8,Jul,Tue,No,No,No,No,Low,Low,Low,Low,Low,Low,High
15,7,2,1,300,26,13,43,230.29,92,0,1,2,1,1,1,77,175,25,8,Jul,Mon,No,Yes,Yes,Yes,High,Low,Low,High,Low,Low,Low
23,7,2,1,235,29,12,48,230.29,92,0,1,1,0,1,5,88,163,33,1,Jul,Mon,No,No,Yes,,High,High,Low,High,Low,Low,High
28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2,Jul,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
9,7,3,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,112,Jul,Tue,No,No,No,,Low,Low,Low,Low,Low,Low,Low
28,7,3,1,179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31,1,Jul,Tue,No,Yes,No,No,Low,High,High,High,Low,Low,High
23,7,6,1,118,13,18,50,230.29,92,0,1,1,1,0,0,98,178,31,1,Jul,Fri,No,Yes,No,No,Low,Low,High,High,Low,Low,High
22,7,6,1,361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27,8,Jul,Fri,No,Yes,No,,High,High,Low,Low,Low,Low,High
22,7,2,1,289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30,8,Jul,Mon,No,Yes,No,Yes,High,High,Low,Low,Low,Low,High
26,7,2,1,235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38,8,Jul,Mon,No,Yes,No,No,High,Low,Low,High,Low,Low,High
28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2,Jul,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
28,7,5,1,291,31,12,40,230.29,92,0,1,1,1,0,1,73,171,25,1,Jul,Thu,No,Yes,No,Yes,High,High,Low,High,Low,Low,Low
23,7,5,1,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24,2,Jul,Thu,No,Yes,Yes,No,High,Low,High,High,Low,Low,Low
25,8,5,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4,Aug,Thu,No,Yes,No,No,Low,High,High,High,Low,Low,High
25,8,2,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,1,Aug,Mon,No,No,Yes,No,Low,Low,High,High,Low,Low,Low
28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,4,Aug,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,4,Aug,Tue,No,No,No,No,Low,Low,Low,Low,Low,Low,High
26,8,3,1,289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30,8,Aug,Tue,No,Yes,No,Yes,High,High,Low,Low,Low,Low,High
26,8,3,1,235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38,8,Aug,Tue,No,Yes,No,No,High,Low,Low,High,Low,Low,High
28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,4,Aug,Thu,No,Yes,No,Yes,High,High,Low,High,Low,Low,Low
25,8,2,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4,Aug,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
25,8,3,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22,8,Aug,Tue,No,No,Yes,No,Low,Low,High,High,Low,Low,Low
23,8,5,1,330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25,16,Aug,Thu,No,No,No,No,High,Low,Low,Low,Low,Low,Low
23,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,4,Aug,Tue,No,No,No,Yes,High,Low,High,Low,Low,Low,High
28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,1,Aug,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,5,Aug,Tue,No,No,No,No,Low,Low,Low,Low,Low,Low,High
28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,2,Aug,Thu,No,Yes,No,Yes,High,High,Low,High,Low,Low,Low
28,8,2,1,260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23,3,Aug,Mon,No,Yes,No,No,High,High,Low,Low,Low,Low,Low
28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1,Sep,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
28,9,3,1,246,25,16,41,261.756,87,0,1,0,1,0,0,67,170,23,1,Sep,Tue,No,Yes,No,No,High,Low,High,High,Low,Low,Low
28,9,3,1,118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28,3,Sep,Tue,No,No,No,No,Low,Low,Low,Low,Low,Low,High
23,9,3,1,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,2,Sep,Tue,No,Yes,No,No,Low,Low,High,Low,Low,Low,Low
28,9,5,1,291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25,2,Sep,Thu,No,Yes,No,Yes,High,High,Low,High,Low,Low,Low
23,9,6,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,8,Sep,Fri,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
23,9,6,1,248,25,14,47,261.756,87,0,1,2,0,0,1,86,165,32,1,Sep,Fri,No,No,No,Yes,High,Low,High,High,Low,Low,High
23,9,2,1,179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31,4,Sep,Mon,No,Yes,No,No,Low,High,High,High,Low,Low,High
23,9,4,1,225,26,9,28,261.756,87,0,1,1,0,0,2,69,169,24,1,Sep,Wed,No,No,No,,Low,Low,Low,Low,Low,Low,Low
23,9,2,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,2,Sep,Mon,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
23,9,3,4,369,17,12,31,261.756,87,0,1,3,1,0,0,70,169,25,8,Sep,Tue,No,Yes,No,No,High,Low,Low,Low,Low,Low,Low
22,9,3,4,361,52,3,28,261.756,87,0,1,1,1,0,4,80,172,27,8,Sep,Tue,No,Yes,No,,High,High,Low,Low,Low,Low,High
4,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,1,Oct,Thu,No,No,No,,High,High,High,High,High,Low,High
11,10,5,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,3,Oct,Thu,No,No,No,No,High,Low,Low,Low,High,Low,Low
26,10,6,4,246,25,16,41,284.853,91,0,1,0,1,0,0,67,170,23,8,Oct,Fri,No,Yes,No,No,High,Low,High,High,High,Low,Low
14,10,4,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,3,Oct,Wed,No,No,No,,High,High,High,High,High,Low,High
28,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,2,Oct,Wed,No,Yes,No,Yes,High,High,Low,High,High,Low,Low
23,10,3,4,118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28,2,Oct,Tue,No,No,No,No,Low,Low,Low,Low,High,Low,High
23,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,2,Oct,Thu,No,No,No,,High,High,High,High,High,Low,High
23,10,6,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,1,Oct,Fri,No,Yes,No,Yes,High,High,Low,High,High,Low,Low
23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,2,Oct,Tue,No,No,No,,Low,Low,Low,Low,High,Low,Low
23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,Oct,Tue,No,Yes,No,No,High,Low,Low,Low,High,Low,Low
23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,3,Oct,Tue,No,Yes,No,No,High,Low,Low,Low,High,Low,Low
23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,4,Oct,Tue,No,No,No,,Low,Low,Low,Low,High,Low,Low
26,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,Oct,Tue,No,Yes,No,No,High,Low,Low,Low,High,Low,Low
28,10,4,4,179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31,3,Oct,Wed,No,Yes,No,No,Low,High,High,High,High,Low,High
1,10,4,4,228,14,16,58,284.853,91,0,1,2,0,0,1,65,172,22,1,Oct,Wed,No,No,No,Yes,High,Low,High,High,High,Low,Low
23,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,1,Oct,Wed,No,Yes,No,Yes,High,High,Low,High,High,Low,Low
10,10,5,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,Oct,Thu,No,Yes,No,No,High,Low,Low,Low,High,Low,Low
13,10,5,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,1,Oct,Thu,No,No,No,,Low,Low,Low,Low,High,Low,Low
10,10,6,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,8,Oct,Fri,No,Yes,No,No,High,Low,Low,Low,High,Low,Low
10,10,6,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3,Oct,Fri,No,No,No,,Low,Low,Low,Low,High,Low,Low
23,10,2,4,189,29,13,33,284.853,91,0,1,2,0,0,2,69,167,25,8,Oct,Mon,No,No,No,,Low,High,Low,Low,High,Low,Low
6,10,2,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,8,Oct,Mon,No,No,No,No,High,Low,Low,Low,High,Low,Low
